NAME,DATE,PLANETDISCMETH,MASS,SEP,DIST
iota Dra b,2002,RV,9.31534,1.31029,31.027
HD 108874 b,2003,RV,1.2902,1.03527,62.6174
Kepler-250 d,2014,Transit,0.0163243,0.132661,
Kepler-256 d,2014,Transit,0.0194307,0.0634611,
Kepler-187 b,2014,Transit,0.00960182,0.0567577,
HD 4732 b,2013,RV,2.37727,1.19218,57.9039
Kepler-374 d,2014,Transit,0.00749504,0.0574402,
Kepler-383 c,2014,Transit,0.00621274,0.193962,
HD 23596 b,2003,RV,7.74272,2.77219,50.4286
Kepler-295 b,2014,Transit,0.00587447,0.106224,
Kepler-171 d,2014,Transit,0.0139171,0.227355,
HD 25171 b,2011,RV,0.956204,3.03064,54.9753
HD 83443 b,2002,RV,0.395855,0.0404623,41.1692
Kepler-287 b,2014,Transit,0.0177874,0.145838,
WASP-36 b,2012,Transit,2.26929,0.0262601,450
Kepler-213 c,2014,Transit,0.0178911,0.0558662,
Kepler-268 b,2014,Transit,0.0202659,0.17147,
HD 43691 b,2007,RV,2.49717,0.241901,80.3859
Kepler-204 b,2014,Transit,0.0200225,0.115842,
Kepler-149 c,2014,Transit,0.0119837,0.284166,
30 Ari B b,2009,RV,9.87792,0.99475,40.783
HAT-P-6 b,2008,Transit,1.05957,0.0523738,261.097
Kepler-35 b,2012,Transit,0.127011,0.48628,
Kepler-397 b,2014,Transit,0.0192003,0.154824,
Kepler-129 c,2014,Transit,0.0202659,0.369989,
Kepler-398 c,2014,Transit,0.00302153,0.0992436,
Kepler-211 b,2014,Transit,0.00656354,0.0504476,
Kepler-242 b,2014,Transit,0.0210192,0.0796077,
Kepler-138 b,2014,Transit,0.000512832,0.0927211,
Kepler-389 b,2014,Transit,0.0120453,0.0428881,
PSR B1257+12 A,1992,Timing,0.0000629267,0.168494,
BD -08 2823 c,2010,RV,0.328101,0.679166,42.4989
4 UMa b,2007,RV,7.13242,0.876999,78.4929
Qatar-1 b,2011,Transit,1.08979,0.0234308,175
HD 10697 b,2000,RV,6.23505,2.13177,32.5733
Kepler-194 b,2014,Transit,0.0120453,0.032015,
Kepler-221 d,2014,Transit,0.022635,0.0910907,
Kepler-338 d,2014,Transit,0.0268614,0.245507,
Kepler-32 e,2011,Transit,0.0117511,0.0323795,303
HD 113337 b,2013,RV,2.83,1.03346,36.8868
Kepler-146 b,2014,Transit,0.0427893,0.193788,
Kepler-11 f,2011,Transit,0.00723031,0.250413,
BD +20 2457 b,2009,RV,11.8883,1.04992,200
Kepler-176 c,2014,Transit,0.0208911,0.106865,
mu Ara d,2004,RV,0.0345873,0.0927843,15.5111
HD 3651 b,2003,RV,0.228975,0.29472,11.0595
KIC 11442793 d,2013,Transit,0.0247111,0.307074,780
HD 99706 b,2011,RV,1.40289,2.13423,129
Kepler-251 b,2014,Transit,0.00789025,0.0556186,
HD 169830 b,2001,RV,2.88946,0.813279,36.6032
Kepler-292 c,2014,Transit,0.0110268,0.0469467,
HD 175541 b,2007,RV,0.52763,0.961227,127.065
Kepler-324 b,2014,Transit,0.00464108,0.0524333,
Kepler-250 c,2014,Transit,0.0172808,0.0726807,
HD 202206 c,2005,RV,2.33098,2.49004,45.3309
Kepler-309 b,2014,Transit,0.0116666,0.0640717,
HD 145457 b,2010,RV,2.97219,0.762504,125.313
Kepler-261 c,2014,Transit,0.0147725,0.165407,
Kepler-336 c,2014,Transit,0.0156092,0.0884004,
HD 206610 b,2010,RV,1.97113,1.53703,193.798
M 67 SAND 364 b,2014,RV,1.88274,0.531449,843.335
Kepler-365 b,2014,Transit,0.0151,0.0948224,
HD 12661 c,2003,RV,1.9487,2.91927,34.9528
Kepler-12 b,2011,Transit,0.431956,0.0556348,600
Kepler-229 d,2014,Transit,0.0469127,0.233437,
KIC 11442793 c,2013,Transit,0.0053608,0.088103,780
HAT-P-36 b,2012,Transit,1.83923,0.0238229,317
WASP-35 b,2011,Transit,0.717098,0.0431283,
HD 69830 d,2006,RV,0.0563373,0.627426,12.4938
HD 28254 b,2010,RV,1.1614,2.14768,54.6747
HD 81688 b,2008,RV,2.6907,0.811148,85.8369
HD 210277 b,1999,RV,1.27275,1.13105,21.561
Kepler-132 c,2014,Transit,0.00692663,0.0675669,
WTS-1 b,2012,Transit,3.99885,0.0466301,3200
Kepler-322 b,2014,Transit,0.00302153,0.0273702,
HR 8799 c,2008,Imaging,9.5,42.4842,39.4
Kepler-51 b,2011,Transit,0.143868,0.248169,
Kepler-252 b,2014,Transit,0.00604207,0.0693352,
XO-1 b,2006,Transit,0.918464,0.049283,171.821
Kepler-63 b,2013,Transit,0.125283,0.0869107,200
Kepler-33 d,2011,Transit,0.095206,0.166175,
Kepler-287 c,2014,Transit,0.0318107,0.247055,
Kepler-245 b,2014,Transit,0.0205131,0.0749207,
Kepler-100 c,2014,Transit,0,0.109963,
Kepler-180 c,2014,Transit,0.027035,0.236039,
Kepler-82 e,2014,Transit,0.019315,0.063917,
Kepler-20 d,2011,Transit,0.0236865,0.345324,290
Kepler-217 b,2014,Transit,0.0167934,0.0600513,
Kepler-235 e,2014,Transit,0.0166981,0.251922,
Kepler-227 c,2014,Transit,0.0275635,0.281042,
Kepler-169 d,2014,Transit,0.00638668,0.0805377,
Kepler-254 b,2014,Transit,0.0475314,0.0633704,
Kepler-79 e,2014,Transit,0.033971,0.366575,
Kepler-241 b,2014,Transit,0.0177874,0.106632,
55 Cnc b,1997,RV,0.801471,0.113377,12.3411
Kepler-380 c,2014,Transit,0.00674351,0.0758501,
Kepler-384 b,2014,Transit,0.00436179,0.156426,
Kepler-193 c,2014,Transit,0.0229193,0.26808,
Kepler-368 c,2014,Transit,0.0478436,0.339899,
Kepler-102 f,2014,Transit,0.00195073,0.165339,
Kepler-131 c,2014,Transit,0.0525494,0.170752,
Kepler-74 b,2011,Transit,0.66711,0.0827067,1330
HD 207832 b,2012,RV,0.564176,0.569755,54.4366
M 67 YBP 1514 b,2014,RV,0.397418,0.057344,843.335
WASP-55 b,2012,Transit,0.571173,0.0532575,330
Kepler-280 b,2014,Transit,0.010538,0.0324953,
Kepler-325 c,2014,Transit,0.0201438,0.106878,
HD 33283 b,2006,RV,0.330171,0.145378,94.162
OGLE-TR-111 b,2004,Transit,0.55,0.0468733,
MOA-2007-BLG-400L b,2009,Microlensing,0.83,6.5,6000
HD 10180 e,2011,RV,0.0797893,0.269917,39.0168
Kepler-185 b,2014,Transit,0.00508144,0.0271381,
55 Cnc d,2002,RV,3.54451,5.47467,12.3411
WASP-3 b,2008,Transit,2.01184,0.0314948,220
HD 148156 b,2010,RV,0.847612,2.12913,51.5996
Kepler-172 d,2014,Transit,0.0169862,0.117052,
Kepler-182 c,2014,Transit,0.0355742,0.147469,
TrES-5 b,2011,Transit,1.7781,0.0245157,360
Kepler-49 e,2014,Transit,0.0116666,0.137369,
HD 222155 b,2012,RV,2.02633,5.13864,49.1
Kepler-399 c,2014,Transit,0.0100631,0.174723,
Kepler-175 c,2014,Transit,0.0286557,0.205538,
Kepler-391 c,2014,Transit,0.0382517,0.146522,
HD 73526 b,2003,RV,2.8556,0.646509,100.705
Kepler-200 b,2014,Transit,0.0158724,0.0821165,
HD 117207 b,2005,RV,1.8189,3.73753,33.0469
Kepler-122 d,2014,Transit,0.0165098,0.151731,
HD 121504 b,2004,RV,1.2223,0.328688,45.106
HD 156846 b,2008,RV,11.0076,1.11751,47.619
Kepler-18 b,2011,Transit,0.022,0.0447299,
HR 8799 d,2008,Imaging,9.5,26.7553,39.4
HAT-P-23 b,2011,Transit,2.09606,0.0231971,393
HD 224693 b,2006,RV,0.714594,0.192441,98.4252
Kepler-388 c,2014,Transit,0.00170474,0.109844,
Kepler-246 c,2014,Transit,0.0117855,0.0978933,
HD 158038 b,2011,RV,1.79425,1.49788,103.6
Kepler-240 b,2014,Transit,0.00871939,0.0504957,
Kepler-26 c,2011,Transit,0.0397121,0.113189,
Kepler-143 c,2014,Transit,0.0341953,0.176495,
GJ 179 b,2010,RV,0.824243,2.41241,12.288
Kepler-206 b,2014,Transit,0.00554835,0.0768541,
Kepler-22 b,2011,Transit,0.0183345,0.848513,190
Kepler-68 c,2013,Transit,0.015142,0.0907017,135
Kepler-300 b,2014,Transit,0.0123736,0.0935225,
Kepler-110 c,2014,Transit,0.0166036,0.196107,
Kepler-42 d,2011,Transit,0.000404706,0.0150222,38.7
Kepler-357 d,2014,Transit,0.0355742,0.263841,
HD 143361 b,2009,RV,3.03499,2.03474,65.6599
HD 155358 b,2007,RV,0.819484,0.626938,44.1112
Kepler-134 b,2014,Transit,0.0147725,0.0596222,
Kepler-369 b,2014,Transit,0.00450004,0.0382537,
HD 192310 b,2011,RV,0.0531258,0.322307,8.82379
Kepler-257 d,2014,Transit,0.0812259,0.165827,
Kepler-342 b,2014,Transit,0.0169862,0.119932,
Kepler-119 b,2014,Transit,0.0397965,0.0352966,
WASP-64 b,2013,Transit,1.27137,0.0265195,350
Kepler-190 b,2014,Transit,0.0116666,0.0312733,
upsilon And b,1997,RV,0.669277,0.0593858,13.4916
Kepler-56 c,2011,Transit,0.196739,0.167568,
Kepler-237 b,2014,Transit,0.00960182,0.0550302,
Kepler-223 e,2014,Transit,0.0185304,0.142858,
HD 86081 b,2006,RV,1.49595,0.0346186,95.3289
HD 109246 b,2010,RV,0.768085,0.328074,66.0502
Kepler-81 d,2014,Transit,0.0057099,0.148198,
Kepler-68 d,2013,RV,0.80971,1.39638,135
Kepler-403 c,2014,Transit,0.0129124,0.280567,
Kepler-197 d,2014,Transit,0.00587447,0.122591,
Kepler-348 b,2014,Transit,0.0123086,0.0720019,
Kepler-341 d,2014,Transit,0.0136211,0.179022,
HD 128311 c,2005,RV,3.24848,1.74533,16.5016
Kepler-364 c,2014,Transit,0.0160511,0.29988,
Kepler-299 e,2014,Transit,0.0137681,0.222312,
CoRoT-23 b,2012,Transit,3.0853,0.0483417,599.988
Kepler-387 c,2014,Transit,0.00192504,0.101652,
Kepler-54 d,2014,Transit,0.0125754,0.148945,
WASP-39 b,2011,Transit,0.284338,0.0485835,230
Kepler-102 e,2014,Transit,0.0280968,0.116059,
Kepler-219 b,2014,Transit,0.0260126,0.0540172,
GJ 876 b,1998,RV,1.9469,0.208098,4.68867
Kepler-385 b,2014,Transit,0.022635,0.0911035,
Kepler-374 b,2014,Transit,0.00324127,0.0299991,
Kepler-296 e,2014,Transit,0.0129124,0.205969,
HD 164509 b,2012,RV,0.480333,0.877542,51.9999
HD 9446 b,2010,RV,0.698769,0.189213,52.356
HD 18742 b,2011,RV,2.8638,1.97816,135
Kepler-255 b,2014,Transit,0.011604,0.0625553,
Kepler-197 b,2014,Transit,0.00313003,0.061711,
Kepler-183 c,2014,Transit,0.0171819,0.100501,
Kepler-232 b,2014,Transit,0.0282863,0.0527986,
Kepler-345 c,2014,Transit,0.00554835,0.0870905,
WASP-80 b,2013,Transit,0.551763,0.0344696,60
HD 167042 b,2008,RV,1.63682,1.29371,50.226
Kepler-152 b,2014,Transit,0.0235009,0.135451,
HD 69830 b,2006,RV,0.0316488,0.0781916,12.4938
Kepler-8 b,2010,Transit,0.585742,0.0483278,1330
Kepler-336 d,2014,Transit,0.0182069,0.147443,
Kepler-353 c,2014,Transit,0.00893492,0.0809409,
HD 114762 b,1989,RV,11.6351,0.362932,38.6548
Kepler-154 b,2014,Transit,0.0170837,0.201514,
61 Vir c,2010,RV,0.0333747,0.216926,8.55505
HD 45652 b,2008,RV,0.468448,0.227878,34.3525
Kepler-237 c,2014,Transit,0.015437,0.0789575,
HAT-P-14 b,2010,Transit,2.23603,0.0606258,204.918
Kepler-317 c,2014,Transit,0.0127076,0.0832604,
Kepler-301 d,2014,Transit,0.0129124,0.112331,
Kepler-148 c,2014,Transit,0.0397965,0.050784,
Kepler-49 d,2014,Transit,0.0119197,0.0367817,
Kepler-169 b,2014,Transit,0.00450004,0.0429455,
WASP-66 b,2012,Transit,2.31346,0.0546221,380
HD 73256 b,2003,RV,1.86902,0.0371348,37.7644
Kepler-303 c,2014,Transit,0.00464108,0.0720317,
Kepler-168 b,2014,Transit,0.0107805,0.0527522,
Kepler-56 b,2011,Transit,0.0465014,0.104248,
6 Lyn b,2008,RV,2.20888,2.18639,56.9476
Kepler-238 b,2014,Transit,0.0127755,0.0320006,
Kepler-151 c,2014,Transit,0.0155228,0.165872,
Kepler-150 b,2014,Transit,0.00638668,0.0444944,
HD 180314 b,2010,RV,22.6261,1.45528,131.406
HD 17092 b,2007,RV,4.96206,1.30798,108.696
Kepler-353 b,2014,Transit,0.00192504,0.0631426,
HIP 57274 b,2012,RV,0.0365708,0.0712798,25.9202
Kepler-93 b,2014,Transit,0.00814901,0.0534149,
Kepler-281 c,2014,Transit,0.0938647,0.214705,
Kepler-236 b,2014,Transit,0.0117295,0.0801996,
HD 202206 b,2002,RV,16.8244,0.811776,45.3309
WASP-5 b,2008,Transit,1.62423,0.0271923,300.03
Kepler-78 b,2013,Transit,0.00491648,0.0091466,
Kepler-55 f,2014,Transit,0.011856,0.0920376,
Kepler-314 c,2014,Transit,0.025195,0.0643363,
CoRoT-2 b,2008,Transit,3.27527,0.0280884,
Kepler-187 c,2014,Transit,0.0218083,0.0946763,
Kepler-257 c,2014,Transit,0.0975428,0.0687315,
HD 108874 c,2005,RV,1.02837,2.72021,62.6174
Kepler-289 b,2014,Transit,0.0188614,0.207581,
Kepler-346 c,2014,Transit,0.0281036,0.162163,
HD 200964 c,2011,RV,0.945722,2.00121,72.2022
HD 10180 h,2011,RV,0.206033,3.42452,39.0168
HD 33142 b,2011,RV,1.41137,1.09038,126
Kepler-402 e,2014,Transit,0.0107805,0.098218,
HAT-P-20 b,2011,Transit,7.28953,0.03616,70.0001
HD 7924 b,2009,RV,0.0291185,0.0566409,16.8095
CoRoT-5 b,2009,Transit,0.462537,0.0496334,
WASP-47 b,2012,Transit,1.13646,0.0520112,200
Kepler-194 d,2014,Transit,0.0185304,0.275493,
OGLE-2011-BLG-0251 b,2013,Microlensing,0.53,2.72,2570
Kepler-36 b,2011,Transit,0.0140379,0.115423,
Kepler-161 b,2014,Transit,0.0157841,0.0566234,
HAT-P-35 b,2012,Transit,1.05422,0.0497734,535.045
HD 99109 b,2006,RV,0.504198,1.10806,49.9251
Kepler-253 c,2014,Transit,0.0215411,0.0925387,
Kepler-5 b,2010,Transit,2.11663,0.0506416,
Kepler-161 c,2014,Transit,0.0151834,0.0720527,
HD 10647 b,2006,RV,0.925037,2.02175,17.4338
Kepler-331 b,2014,Transit,0.013404,0.0812396,
Kepler-28 c,2011,Transit,0.0348081,0.0768547,
Kepler-121 b,2014,Transit,0.0178911,0.0422983,
Kepler-412 b,2011,Transit,9.4469,0.0296639,1056
upsilon And c,1999,RV,1.91855,0.830445,13.4916
Kepler-170 c,2014,Transit,0.0245625,0.12769,
Kepler-122 b,2014,Transit,0.0178911,0.0629312,
WASP-12 b,2009,Transit,1.36063,0.0225329,
Kepler-148 b,2014,Transit,0.0132614,0.0281967,
HD 170469 b,2007,RV,0.668676,2.23538,62.7353
Kepler-285 b,2014,Transit,0.00809262,0.0373252,
HD 88133 b,2005,RV,0.296108,0.0469104,81.4332
HD 196885 b,2008,RV,2.9439,2.54171,33.5233
24 Sex b,2011,RV,1.83564,1.4118,77.4593
HD 190228 b,2003,RV,5.94193,2.60478,61.6143
Kepler-333 b,2014,Transit,0.00769114,0.105697,
Kepler-370 c,2014,Transit,0.0140679,0.139463,
OGLE-2006-BLG-109L b,2008,Microlensing,0.727,2.30386,1510
Kepler-111 c,2014,Transit,0.159251,0.723521,
Kepler-267 d,2014,Transit,0.0171819,0.182449,
HD 181720 b,2010,RV,0.37199,1.84741,58.072
55 Cnc c,2002,RV,0.164558,0.237305,12.3411
HD 156411 b,2010,RV,0.732711,1.87545,54.7945
Kepler-101 b,2014,Transit,0.115399,0.0450089,
91 Aqr b,2013,RV,3.07016,0.688457,45.9
Kepler-362 b,2014,Transit,0.0018494,0.0928099,
Kepler-301 b,2014,Transit,0.00829825,0.0361317,
Kepler-403 b,2014,Transit,0.00638668,0.0718296,
Kepler-404 c,2014,Transit,0.0127076,0.117713,
Kepler-279 b,2014,Transit,0.0403249,0.104337,
HD 27894 b,2005,RV,0.617925,0.122117,43.8789
HD 156279 b,2012,RV,9.7848,0.494507,36.6032
Kepler-207 d,2014,Transit,0.032872,0.0636703,
Kepler-297 c,2014,Transit,0.117213,0.347807,
Kepler-345 b,2014,Transit,0.00100422,0.0744222,
61 Vir d,2010,RV,0.0715929,0.474527,8.55505
Kepler-141 c,2014,Transit,0.00960182,0.0716875,
HD 179079 b,2009,RV,0.0837774,0.119635,65.5308
Kepler-220 d,2014,Transit,0.00271267,0.180985,
OGLE-05-390L b,2006,Microlensing,0.0173,2.6,6500
WASP-4 b,2008,Transit,1.22311,0.0230406,300.03
Kepler-141 b,2014,Transit,0.000786457,0.041677,
HD 4113 b,2008,RV,1.64829,1.27266,44.0529
HD 330075 b,2004,RV,0.623724,0.0392074,49.6032
Kepler-256 e,2014,Transit,0.0179955,0.0949212,
HD 104985 b,2003,RV,4.9174,0.678014,97.0874
Kepler-189 b,2014,Transit,0.0057099,0.0932453,
Kepler-101 c,2014,Transit,0.00789025,0.0648349,
HD 87883 b,2009,RV,1.75571,3.57648,18.205
Kepler-81 c,2012,Transit,0.0181548,0.0885967,
Kepler-156 c,2014,Transit,0.0202659,0.123783,
Kepler-127 d,2014,Transit,0.0214091,0.260742,
HD 10180 g,2011,RV,0.0673813,1.42271,39.0168
Kepler-275 c,2014,Transit,0.0344212,0.124722,
Kepler-201 c,2014,Transit,0.0244074,0.557119,
Kepler-208 c,2014,Transit,0.00915403,0.0747634,
Kepler-274 b,2014,Transit,0.0115417,0.100488,
HD 66428 b,2006,RV,2.74962,3.14259,54.9149
HD 52265 b,2000,RV,1.07139,0.499878,28.9603
Kepler-75 b,2011,Transit,9.98479,0.0807413,1140
Kepler-326 c,2014,Transit,0.00937625,0.0539767,
Kepler-249 c,2014,Transit,0.0120453,0.0723886,
Kepler-79 c,2013,Timing,0.0337539,0.183622,
HD 16417 b,2009,RV,0.0669595,0.135435,25.7798
Kepler-251 c,2014,Transit,0.0232079,0.126914,
Kepler-15 b,2011,Transit,0.662431,0.0571382,
HD 205739 b,2008,RV,1.48708,0.894939,107.759
Kepler-302 b,2014,Transit,0.0537981,0.189725,
Kepler-317 b,2014,Transit,0.0155228,0.0611582,
Kepler-152 c,2014,Transit,0.0184218,0.387942,
Kepler-343 b,2014,Transit,0.0186399,0.0844802,
CoRoT-16 b,2012,Transit,0.537982,0.0617874,840
HD 216770 b,2004,RV,0.646927,0.455837,35.5745
HD 136418 b,2010,RV,1.9935,1.29111,98.2318
Kepler-59 b,2011,Transit,0.00441201,0.103167,
Kepler-98 b,2014,Transit,0.010276,0.0260305,
Kepler-192 b,2014,Transit,0.0227766,0.090395,
beta Pic b,2009,Imaging,9,8.75626,19.3
Kepler-202 c,2014,Transit,0.0136211,0.125725,
GJ 163 d,2013,RV,0.0926098,1.03037,14.9948
Kepler-339 c,2014,Transit,0.00478497,0.0715337,
HD 188015 b,2005,RV,1.46957,1.19018,57.0125
WASP-59 b,2013,Transit,0.859095,0.0696866,125
WASP-54 b,2013,Transit,0.63273,0.049881,200
HAT-P-8 b,2009,Transit,1.29336,0.0449613,230.001
WASP-15 b,2009,Transit,0.542797,0.0499436,
HD 10180 d,2011,RV,0.0376549,0.128581,39.0168
HD 9446 c,2010,RV,1.81548,0.65375,52.356
XO-4 b,2008,Transit,1.60254,0.05524,293
WASP-48 b,2011,Transit,0.984236,0.034488,
HD 37124 b,2000,RV,0.674371,0.533637,33.67
WASP-32 b,2010,Transit,3.45362,0.0390315,
Kepler-265 b,2014,Transit,0.0136944,0.0705628,
OGLE-TR-211 b,2008,Transit,0.757277,0.0512842,
gamma Cep b,1988,RV,1.51728,1.9793,14.1024
Kepler-325 b,2014,Transit,0.0253561,0.0536941,
Kepler-11 g,2011,Transit,0.0332233,0.465624,
Kepler-256 b,2014,Transit,0.011856,0.0270005,
GJ 86 b,2000,RV,4.00104,0.114217,10.7828
HR 8799 e,2010,Imaging,7,14.5253,39.4
HD 8574 b,2003,RV,1.80603,0.757141,44.5633
Kepler-269 c,2014,Transit,0.0125062,0.079115,
Kepler-250 b,2014,Transit,0.00450004,0.0505253,
HD 82886 b,2011,RV,1.30477,1.58126,125
HD 179949 b,2001,RV,0.902075,0.0439208,27.5482
HD 2952 b,2013,RV,1.62021,1.22755,115.207
Kepler-169 e,2014,Transit,0.0165098,0.112418,
MOA-2009-BLG-319L b,2011,Microlensing,0.157,2.4,6100
HIP 14810 c,2007,RV,1.27518,0.545404,53.4474
Kepler-358 c,2014,Transit,0.0244074,0.373844,
HD 28678 b,2011,RV,1.8997,1.31659,227
WASP-56 b,2013,Transit,0.605385,0.056145,255
Kepler-18 c,2011,Transit,0.0544,0.0752115,
Kepler-215 e,2014,Transit,0.0129124,0.326561,
Kepler-230 c,2014,Transit,0.0151,0.398184,
Kepler-388 b,2014,Transit,0.00137963,0.0422619,
Kepler-107 e,2014,Transit,0.0360464,0.117702,
CoRoT-8 b,2010,Transit,0.216078,0.0633825,380.228
Kepler-401 b,2014,Transit,0.0126401,0.115746,
Kepler-291 c,2014,Transit,0.0138423,0.0624544,
Kepler-292 e,2014,Transit,0.0218083,0.10246,
HD 96167 b,2009,RV,0.68457,1.34724,86.9565
HD 43197 b,2010,RV,0.596868,0.918027,56.3063
HD 37605 c,2012,RV,3.36552,3.81754,43.9754
Kepler-81 b,2012,Transit,0.0187628,0.0554099,
HD 183263 b,2005,RV,3.57445,1.49006,55.0964
Kepler-347 c,2014,Transit,0.0129124,0.177529,
Kepler-32 c,2011,Transit,0.0147699,0.0676835,303
Kepler-23 b,2011,Transit,0.0139795,0.0749015,
WASP-23 b,2011,Transit,0.872226,0.037022,
11 Com b,2008,RV,16.1284,1.17872,88.8889
HD 145377 b,2009,RV,5.78201,0.450064,55.0358
Kepler-194 c,2014,Transit,0.0207641,0.13095,
CoRoT-25 b,2013,Transit,0.27,0.0577982,1000
Kepler-332 b,2014,Transit,0.00508144,0.0758257,
omicron CrB b,2012,RV,1.47736,0.826048,82.7815
Kepler-229 c,2014,Transit,0.0802152,0.124621,
OGLE-TR-132 b,2004,Transit,1.18,0.0303507,172.414
beta Gem b,1993,RV,2.75822,1.75739,10.3584
Pr 201 b,2012,RV,0.540155,0.0565986,170
WASP-52 b,2013,Transit,0.457165,0.0271336,140
Kepler-337 c,2014,Transit,0.0151834,0.0889716,
Kepler-213 b,2014,Transit,0.0120479,0.0356868,
Kepler-386 c,2014,Transit,0.0117926,0.168189,
47 UMa b,1996,RV,2.54589,2.10149,14.0627
HD 240210 b,2009,RV,7.28868,1.33364,142.857
Kepler-304 b,2014,Transit,0.0245625,0.0433417,
Kepler-149 d,2014,Transit,0.0504114,0.576836,
Kepler-77 b,2013,Transit,0.430957,0.0450195,570
HD 109749 b,2006,RV,0.27467,0.0629198,56.2746
HD 45364 c,2009,RV,0.658513,0.897549,32.6904
Kepler-55 d,2014,Transit,0.011856,0.0332158,
Kepler-327 b,2014,Transit,0.00422638,0.0365246,
WASP-50 b,2011,Transit,1.47244,0.0294714,230
HD 159243 c,2013,RV,1.9,0.804743,69.2
Kepler-87 c,2013,Timing,0.0201,0.67057,
Kepler-105 c,2014,Transit,0.0119837,0.0724716,
Kepler-195 c,2014,Transit,0.011604,0.205786,
GJ 3470 b,2012,RV,0.0440093,0.0356088,
Kepler-290 c,2014,Transit,0.0222169,0.216407,
Kepler-334 d,2014,Transit,0.00960182,0.167766,
Kepler-273 c,2014,Transit,0.0146122,0.0783802,
Kepler-266 b,2014,Transit,0.0194307,0.0689878,
HD 96127 b,2012,RV,4.00701,1.42112,483.092
Kepler-223 b,2014,Transit,0.0125062,0.0742116,
HD 17156 b,2007,RV,3.30275,0.163197,75.0188
Kepler-137 c,2014,Transit,0.0138423,0.138056,
Kepler-116 c,2014,Transit,0.0174811,0.108599,
Kepler-117 b,2014,Transit,0.194248,0.138351,
Kepler-381 c,2014,Transit,0.00436179,0.110364,
HD 16760 b,2009,RV,13.2921,1.08727,45.4545
HD 30562 b,2009,RV,1.33254,2.34083,26.4201
Kepler-354 d,2014,Transit,0.00621274,0.163783,
Kepler-332 c,2014,Transit,0.00396389,0.124244,
Kepler-46 b,2012,Transit,0.314805,0.1969,855
epsilon CrB b,2012,RV,6.04937,1.23696,67.8887
omicron UMa b,2012,RV,4.09607,3.94973,54.9149
Kepler-367 b,2014,Transit,0.00730238,0.22049,
TrES-2 b,2006,Transit,1.20071,0.0355765,212.766
Kepler-235 d,2014,Transit,0.0151834,0.144489,
Kepler-282 c,2014,Transit,0.00554835,0.111718,
HD 102195 b,2006,RV,0.452799,0.0479747,29.6384
Kepler-324 c,2014,Transit,0.0296032,0.271972,
HD 75289 b,2000,RV,0.46004,0.047858,29.146
Kepler-394 c,2014,Transit,0.0123078,0.103323,
Kepler-385 c,2014,Transit,0.0275635,0.119895,
HD 185269 b,2006,RV,0.954212,0.0765701,50.2765
WASP-7 b,2009,Transit,0.919279,0.0604573,140
WASP-41 b,2011,Transit,0.932493,0.0404959,180.018
BD -10 3166 b,2000,RV,0.429903,0.0437823,80
HD 190360 b,2003,RV,1.53512,3.97285,15.8579
HAT-P-13 c,2009,RV,14.2696,1.22574,202.02
Kepler-304 c,2014,Transit,0.0162325,0.0596111,
Kepler-303 b,2014,Transit,0.00192504,0.0304113,
GJ 317 b,2007,RV,1.26045,0.953099,15.1
HD 37605 b,2004,RV,2.80174,0.283337,43.9754
WASP-44 b,2012,Transit,0.889836,0.0347371,
Kepler-260 c,2014,Transit,0.0128437,0.351296,
Kepler-286 c,2014,Transit,0.00871939,0.0448402,
CoRoT-12 b,2010,Transit,0.91918,0.0401409,1150
CoRoT-1 b,2008,Transit,1.02979,0.0253191,
HD 125612 c,2010,RV,0.0580667,0.0522124,54.2005
Kepler-267 b,2014,Transit,0.0146122,0.0438489,
Kepler-112 c,2014,Transit,0.0185304,0.182918,
GJ 581 b,2005,RV,0.0499019,0.0406125,6.24532
Kepler-173 b,2014,Transit,0.00711292,0.0514597,
HD 102117 b,2005,RV,0.169756,0.152077,39.6983
Kepler-301 c,2014,Transit,0.00829825,0.0603792,
HD 189733 b,2005,RV,1.1436,0.0309953,19.4515
HD 108863 b,2011,RV,2.76572,1.45325,139.005
Kepler-404 b,2014,Transit,0.00674351,0.101608,
Kepler-285 c,2014,Transit,0.00436179,0.0659546,
Kepler-174 c,2014,Transit,0.0115291,0.243919,
Kepler-286 b,2014,Transit,0.00621274,0.0289196,
Kepler-206 d,2014,Transit,0.00538981,0.160305,
Kepler-209 c,2014,Transit,0.0286557,0.235528,
HD 1502 b,2011,RV,2.9072,1.27206,159
HD 142022 b,2006,RV,4.46762,2.93163,34.3289
Kepler-134 c,2014,Transit,0.00656354,0.0914787,
Kepler-126 b,2014,Transit,0.0123086,0.0938169,
Kepler-329 c,2014,Transit,0.0142208,0.137805,
Kepler-131 b,2014,Transit,0.0497212,0.12557,
WASP-72 b,2013,Transit,1.40771,0.036575,250
HD 212771 b,2010,RV,2.70016,1.16471,131.062
Kepler-135 b,2014,Transit,0.0133325,0.0646392,
HD 134987 b,2000,RV,1.56347,0.807929,26.2055
Kepler-149 b,2014,Transit,0.0581875,0.185574,
Kepler-289 c,2014,Transit,1,0.491526,
HD 187123 c,2000,RV,1.9422,4.83146,48.2626
HD 101930 b,2005,RV,0.299187,0.302019,29.2056
Kepler-174 d,2014,Transit,0.0164167,0.771174,
Kepler-253 d,2014,Transit,0.0299917,0.135013,
HD 131664 b,2009,RV,18.3282,3.17098,56.2746
HIP 57050 b,2010,RV,0.297735,0.163506,11
