NAME,DATE,PLANETDISCMETH,MASS,SEP,DIST
Kepler-135 c,2014,Transit,0.00493175,0.0994132,
Kepler-265 c,2014,Transit,0.0212781,0.129538,
16 Cyg B b,1997,RV,1.63997,1.66027,21.2134
HAT-P-25 b,2012,Transit,0.567181,0.0465813,297
Kepler-341 e,2014,Transit,0.014692,0.238241,
HD 213240 b,2001,RV,4.53249,1.88529,40.6339
Kepler-399 b,2014,Transit,0.00252018,0.115973,
Kepler-341 c,2014,Transit,0.012573,0.0783507,
Kepler-265 d,2014,Transit,0.0195472,0.240693,
Kepler-243 c,2014,Transit,0.014692,0.144324,
HD 12661 b,2001,RV,2.3408,0.838172,34.9528
Kepler-9 c,2010,Transit,0.168671,0.22473,
HD 74156 c,2004,RV,8.24664,3.8997,64.433
Kepler-165 c,2014,Transit,0.0167934,0.120683,
Kepler-326 d,2014,Transit,0.0057099,0.0700163,
HD 20794 c,2011,RV,0.00743617,0.203628,6.05987
Kepler-31 c,2011,Transit,0.0577969,0.254502,
Kepler-82 b,2012,Transit,0.0517963,0.16455,
Kepler-306 c,2014,Transit,0.0179955,0.0732442,
Kepler-85 e,2014,Transit,0.00674351,0.168293,
HD 38801 b,2010,RV,10.0105,1.6471,90.7441
HD 132563 B b,2011,RV,1.49247,2.62431,96.0615
Kepler-390 c,2014,Transit,0.00126334,0.108535,
Kepler-61 b,2011,Transit,0.0160339,0.257458,
GJ 667 C c,2011,RV,0.0134408,0.125092,7.23589
HD 207832 c,2012,RV,0.730294,2.1118,54.4366
Kepler-80 b,2012,Transit,0.0222358,0.0645109,
Kepler-272 d,2014,Transit,0.0169862,0.0964303,
Kepler-44 b,2011,Transit,1.02109,0.0454854,2250.02
HD 5891 b,2011,RV,5.22845,0.636168,251
Kepler-292 b,2014,Transit,0.00769114,0.0368224,
Kepler-228 d,2014,Transit,0.0531048,0.0973508,
Kepler-140 b,2014,Transit,0.0119837,0.0429776,
Kepler-245 d,2014,Transit,0.0273861,0.214468,
HD 173416 b,2009,RV,2.71808,1.16272,139.47
Kepler-104 c,2014,Transit,0.0292202,0.161331,
Kepler-263 b,2014,Transit,0.0218083,0.127191,
Kepler-278 c,2014,Transit,0.0395346,0.269422,
HD 76700 b,2003,RV,0.232142,0.0511051,60.2773
Kepler-366 b,2014,Transit,0.0107805,0.043221,
HD 39091 b,2002,RV,10.088,3.34651,18.315
HD 7449 b,2011,RV,1.3131,2.33982,38.5208
HD 149026 b,2005,RV,0.361471,0.0431325,79.4281
Kepler-186 b,2014,Transit,0.00370062,0.0378277,151
Kepler-219 c,2014,Transit,0.0392746,0.156968,
OGLE-2006-BLG-109L c,2008,Microlensing,0.271,4.52773,1510
Kepler-361 c,2014,Transit,0.0199023,0.283685,
Kepler-265 e,2014,Transit,0.0207641,0.325506,
Qatar-2 b,2012,Transit,2.48409,0.0215077,
Kepler-293 b,2014,Transit,0.0281036,0.140591,
Kepler-166 b,2014,Transit,0.0171819,0.0759843,
HD 216437 b,2002,RV,2.16817,2.48556,26.7451
HAT-P-49 b,2014,Transit,1.72959,0.0437742,
Kepler-367 c,2014,Transit,0.00554835,0.278143,
Kepler-313 b,2014,Transit,0.0200225,0.118876,
Kepler-150 c,2014,Transit,0.0422294,0.0741975,
Kepler-87 b,2013,Timing,1.02138,0.477022,
HAT-P-7 b,2008,Transit,1.7916,0.037964,320
Kepler-316 c,2014,Transit,0.00493175,0.0704356,
PSR B1257+12 C,1994,Timing,0.0122719,0.416595,
HD 49674 b,2003,RV,0.101571,0.0571073,44.2282
HD 82943 b,2004,RV,1.68512,1.1851,27.4725
Kepler-342 c,2014,Transit,0.014454,0.17279,
WASP-38 b,2011,Transit,2.70901,0.0758454,110
Kepler-139 c,2014,Transit,0.0344212,0.569736,
HD 77338 b,2013,RV,0.0498139,0.0612143,40.7498
Kepler-29 c,2011,Transit,0.0251535,0.109809,
HD 220773 b,2012,RV,1.44975,4.94302,50.8906
WASP-6 b,2009,Transit,0.52136,0.0428704,
Kepler-206 c,2014,Transit,0.0130508,0.108963,
Kepler-169 c,2014,Transit,0.0057099,0.066017,
HD 159868 c,2012,RV,0.73,1.02595,58.6854
HD 137388 b,2011,RV,0.227816,0.88883,38.4468
Kepler-196 b,2014,Transit,0.0139923,0.147733,
Kepler-352 b,2014,Transit,0.00170474,0.0911742,
Kepler-329 b,2014,Transit,0.00937625,0.0744278,
Kepler-179 b,2014,Transit,0.0121773,0.0382833,
Kepler-176 b,2014,Transit,0.0100631,0.0604835,
Kepler-310 c,2014,Transit,0.0344212,0.28808,
Kepler-339 b,2014,Transit,0.00983076,0.0570545,
Kepler-124 d,2014,Transit,0.00422638,0.192925,
Kepler-52 c,2011,Transit,0.0135364,0.10281,
HD 100777 b,2007,RV,1.16502,1.03378,49.6032
HAT-P-5 b,2007,Transit,1.05561,0.0407152,341.297
Kepler-125 b,2014,Transit,0.0182069,0.0506571,
Kepler-193 b,2014,Transit,0.0184218,0.0990643,
HD 222582 b,2000,RV,7.63003,1.33658,41.7711
Kepler-119 c,2014,Transit,0.00216566,0.050338,
Kepler-16 b,2011,Transit,0.333,0.646795,61.3181
Kepler-32 d,2011,Transit,0.0221838,0.128069,303
Kepler-58 c,2013,Transit,0.0245229,0.119982,
WASP-33 b,2006,Transit,0,0.0255483,115.607
HD 128311 b,2003,RV,1.4572,1.08649,16.5016
HD 181433 d,2009,RV,0.535482,3.02208,26.7594
TrES-1 b,2004,Transit,0.752484,0.0392516,152.207
HD 4208 b,2002,RV,0.807457,1.65355,32.3729
Kepler-62 e,2011,Transit,0,0.426299,368
Kepler-120 b,2014,Transit,0.0160511,0.0668458,
HD 5388 b,2010,RV,1.96509,1.76349,53.7057
CoRoT-10 b,2010,Transit,2.75536,0.105463,344.947
11 UMi b,2009,RV,11.0873,1.53498,122.1
Kepler-286 d,2014,Transit,0.00789025,0.0640044,
Kepler-338 c,2014,Transit,0.0178911,0.164238,
WASP-62 b,2012,Transit,0.56227,0.0567187,160
Kepler-300 c,2014,Transit,0.0169862,0.23162,
HD 4732 c,2013,RV,2.36493,4.60219,57.9039
Kepler-258 c,2014,Transit,0.0400599,0.203997,
kappa CrB b,2008,RV,1.9747,2.71619,30.4971
Kepler-25 b,2011,Transit,0.0223552,0.0702822,
HD 99492 b,2005,RV,0.106179,0.121908,17.9565
Kepler-167 c,2014,Transit,0.00871939,0.0743589,
Kepler-291 b,2014,Transit,0.0161415,0.0455136,
HD 204941 b,2011,RV,0.26689,2.55427,26.9542
Kepler-332 d,2014,Transit,0.00523423,0.206247,
HD 196050 b,2002,RV,2.8434,2.51056,49.975
WASP-11 b,2009,Transit,0.539755,0.0436466,121.7
HD 111232 b,2004,RV,6.84182,1.97489,29.3427
HD 117618 b,2005,RV,0.176652,0.174852,37.9651
Kepler-192 c,2014,Transit,0.0235009,0.15002,
HD 180902 b,2010,RV,1.56395,1.38103,109.529
HIP 12961 b,2011,RV,0.354314,0.25497,23.015
HD 63454 b,2005,RV,0.384566,0.0362523,34.5423
BD +48 738 b,2012,RV,1.2654,1.11234,
Kepler-62 c,2013,Transit,0,0.0928559,368
Kepler-371 c,2014,Transit,0.0131206,0.325944,
NGC 2423 3 b,2007,RV,6.63106,1.6555,766.002
Kepler-227 b,2014,Transit,0.0288426,0.0877115,
Kepler-33 c,2011,Transit,0.0305282,0.118876,
Kepler-275 b,2014,Transit,0.0178911,0.0926511,
HD 13908 b,2013,RV,0.865,0.153755,71.2
HD 50499 b,2005,RV,1.74473,3.87172,46.1255
CoRoT-14 b,2011,Transit,7.69464,0.0269122,1340
Kepler-176 d,2014,Transit,0.019783,0.170666,
Kepler-319 d,2014,Transit,0.0173806,0.196363,
Kepler-80 d,2014,Transit,0.0128437,0.0413591,
Kepler-155 b,2014,Transit,0.0155228,0.0641261,
Kepler-342 d,2014,Transit,0.0195472,0.226833,
CoRoT-4 b,2008,Transit,0.717419,0.0903166,
HAT-P-19 b,2011,Transit,0.292273,0.0466409,215
HD 154857 c,2007,RV,2.57917,5.35635,64.2261
Kepler-24 c,2011,Transit,0.0236121,0.105496,
Kepler-47 c,2012,Transit,0.0729242,0.895669,
GJ 163 b,2013,RV,0.033876,0.0606753,14.9948
Kepler-133 c,2014,Transit,0.0242535,0.195273,
Kepler-33 f,2011,Transit,0.0654095,0.253499,
Kepler-116 b,2014,Transit,0.0353405,0.0643964,
Kepler-107 c,2014,Transit,0.0133325,0.0564705,
Kepler-84 e,2014,Transit,0.0208911,0.178021,
Kepler-315 b,2014,Transit,0.0445124,0.410606,
KIC 11442793 f,2013,Transit,0.0254263,0.519687,780
HD 2039 b,2003,RV,5.92499,2.19755,102.564
Kepler-170 b,2014,Transit,0.0305853,0.0778294,
Kepler-36 c,2012,Transit,0.025489,0.128401,
Kepler-247 d,2014,Transit,0.0497576,0.146486,
Kepler-136 b,2014,Transit,0.0151834,0.100165,
XO-2 b,2007,Transit,0.56654,0.0368367,148.148
Kepler-305 d,2014,Transit,0.0223552,0.128062,
Kepler-120 c,2014,Transit,0.0125754,0.107059,
Kepler-393 b,2014,Transit,0.00711292,0.0858179,
Kepler-96 b,2014,Transit,0.0261659,0.125499,
Kepler-11 d,2011,Transit,0.0229683,0.154764,
HD 187085 b,2006,RV,0.803694,2.02754,44.0335
HD 118203 b,2006,RV,2.13623,0.0702997,88.574
WASP-63 b,2012,Transit,0.378096,0.0574592,330
Kepler-30 b,2011,Transit,0.035557,0.185524,
Kepler-214 c,2014,Transit,0.0158724,0.183794,
HD 175167 b,2010,RV,7.77836,2.40085,67.2948
Kepler-273 b,2014,Transit,0.0117855,0.0401325,
Kepler-323 c,2014,Transit,0.0121124,0.0455761,
Kepler-84 d,2014,Transit,0.00893492,0.0511438,
Kepler-267 c,2014,Transit,0.0158724,0.0707769,
HAT-P-16 b,2010,Transit,4.2025,0.0413275,235
TrES-4 b,2007,Transit,0.925,0.0509243,485.437
Kepler-231 c,2014,Transit,0.0142208,0.140675,
NGC 4349 127 b,2007,RV,9.88561,1.68103,2200
Kepler-184 b,2014,Transit,0.0181008,0.0949568,
GJ 676 A b,2011,RV,4.89701,1.81539,16.4501
Kepler-60 b,2013,Transit,0.0172607,0.0750769,
Kepler-151 b,2014,Transit,0.0279223,0.120241,
Kepler-242 c,2014,Transit,0.0147725,0.116354,
Kepler-230 b,2014,Transit,0.0596201,0.199823,
HD 47186 c,2009,RV,0.348285,2.38704,39.5883
Kepler-351 c,2014,Transit,0.0303861,0.290701,
Kepler-350 b,2014,Transit,0.0136211,0.0979073,
Kepler-382 b,2014,Transit,0.00769114,0.0592083,
HIP 14810 d,2009,RV,0.5806,1.88623,53.4474
Kepler-209 b,2014,Transit,0.0170837,0.124721,
Kepler-123 c,2014,Transit,0.0112762,0.174808,
HD 142245 b,2011,RV,1.89038,2.77628,109.5
Kepler-59 c,2011,Transit,0.0149563,0.136086,
KIC 11442793 b,2013,Transit,0.00752338,0.0761616,780
Kepler-258 b,2014,Transit,0.0537981,0.109294,
Kepler-309 c,2014,Transit,0.019783,0.436563,
Kepler-302 c,2014,Transit,1,0.495205,
HD 30177 b,2003,RV,9.68782,3.80821,52.8262
Kepler-4 b,2010,Transit,0.0772279,0.0455763,549.451
HD 190647 b,2007,RV,1.90296,2.07238,57.2738
HD 97658 b,2011,RV,0.024739,0.0796373,21.1149
Kepler-261 b,2014,Transit,0.0163243,0.0931334,
Kepler-57 b,2011,Transit,0.0163986,0.0588891,
Kepler-175 b,2014,Transit,0.020389,0.102029,
Kepler-323 b,2014,Transit,0.0100631,0.0276391,
Kepler-377 c,2014,Transit,0.0152673,0.176201,
HD 106270 b,2011,RV,11.0869,4.37827,84.8969
Kepler-379 c,2014,Transit,0.0173806,0.309155,
HD 30856 b,2011,RV,1.85721,2.04004,118.1
Kepler-315 c,2014,Transit,0.056492,0.808381,
Kepler-80 c,2012,Transit,0.022,0.0788018,
Kepler-179 c,2014,Transit,0.0147725,0.067463,
HD 48265 b,2009,RV,1.20645,1.59435,85.3971
CoRoT-27 b,2014,Transit,10.3882,0.0466557,
Kepler-360 c,2014,Transit,0.0156092,0.0728812,
Kepler-262 b,2014,Transit,0.00850717,0.108539,
Kepler-381 b,2014,Transit,0.0028129,0.0619291,
Kepler-168 c,2014,Transit,0.0220797,0.109272,
Kepler-84 f,2014,Transit,0.0165098,0.245953,
HD 89307 b,2009,RV,1.79148,3.26609,32.3625
HD 163607 c,2012,RV,2.2924,2.41789,68.9998
WASP-49 b,2012,Transit,0.378231,0.0378972,170
Kepler-288 b,2014,Transit,0.0123736,0.065318,
Kepler-37 c,2013,Transit,0.0107897,0.139784,66
Kepler-55 b,2011,Transit,0.0188372,0.153688,
HD 4313 b,2010,RV,2.17173,1.13327,136.986
HR 8799 b,2008,Imaging,7,67.4293,39.4
HD 2638 b,2005,RV,0.477325,0.0435743,49.9251
Kepler-272 b,2014,Transit,0.0100631,0.0404491,
Kepler-231 b,2014,Transit,0.0127755,0.0912341,
HD 168443 b,1999,RV,7.69745,0.29385,37.4252
Kepler-373 b,2014,Transit,0.00850717,0.0612399,
Kepler-288 d,2014,Transit,0.0218083,0.288618,
HD 10180 f,2011,RV,0.0743252,0.49279,39.0168
HD 45350 b,2005,RV,1.83614,1.94413,48.8759
HD 69830 c,2006,RV,0.0367709,0.185072,12.4938
Kepler-21 b,2011,Transit,0.0121473,0.0427173,112.867
Kepler-352 c,2014,Transit,0.00621274,0.125984,
Kepler-363 b,2014,Transit,0.00493175,0.046094,
Kepler-390 b,2014,Transit,0.00144064,0.0698175,
Kepler-340 b,2014,Transit,0.0200225,0.118208,
Kepler-335 c,2014,Transit,0.0281036,0.325549,
HD 47186 b,2009,RV,0.071203,0.0498411,39.5883
Kepler-226 b,2014,Transit,0.011604,0.0488289,
KELT-3 b,2013,Transit,1.46164,0.0412729,178
Kepler-51 c,2013,Transit,0.108813,0.379271,
HD 148427 b,2009,RV,1.14357,1.03886,59.0319
Kepler-226 c,2014,Transit,0.0171819,0.0598621,
epsilon Tau b,2007,RV,7.67663,1.93647,44.964
Kepler-11 e,2011,Transit,0.0264312,0.19466,
Kepler-366 c,2014,Transit,0.0131908,0.1055,
HD 208487 b,2005,RV,0.5122,0.520765,45.8505
Kepler-288 c,2014,Transit,0.0244074,0.140842,
Kepler-311 b,2014,Transit,0.012573,0.0857785,
Kepler-117 c,2014,Transit,0.923754,0.268407,
epsilon Eri b,2000,RV,1.05448,3.37558,3.21605
Kepler-69 c,2013,Transit,0.0126299,0.709354,
Kepler-296 f,2014,Transit,0.0131908,0.310961,
HD 20782 b,2006,RV,1.9,1.36607,35.524
Kepler-228 c,2014,Transit,0.0222169,0.050414,
HD 190360 c,2005,RV,0.0589738,0.129216,15.8579
Kepler-23 c,2011,Transit,0.0305282,0.0986522,
Kepler-378 b,2014,Transit,0.00105258,0.124744,
HD 65216 b,2004,RV,1.21636,1.37427,35.5745
Kepler-343 c,2014,Transit,0.0149351,0.159296,
Kepler-42 b,2011,Transit,0.0012042,0.0112809,38.7
Kepler-212 b,2014,Transit,0.00396389,0.125596,
Kepler-296 c,2014,Transit,0.0160511,0.063479,
Kepler-356 b,2014,Transit,0.0117295,0.0542304,
HAT-P-13 b,2009,Transit,0.85708,0.0426946,202.02
Kepler-244 b,2014,Transit,0.0230631,0.0518456,
GJ 3634 b,2011,RV,0.0221881,0.0286881,19.7824
Kepler-9 b,2010,Transit,0.248945,0.140548,
HD 130322 b,2000,RV,1.04309,0.0896052,31.7058
Kepler-31 d,2014,Transit,0.0685925,0.386163,
Kepler-399 d,2014,Transit,0.0139171,0.293358,
Kepler-215 c,2014,Transit,0.0130508,0.117265,
Kepler-108 b,2014,Transit,0.268526,0.262717,
Kepler-348 c,2014,Transit,0.00789025,0.130735,
Kepler-124 b,2014,Transit,0.000957504,0.0443423,
Kepler-185 c,2014,Transit,0.0149351,0.147681,
Kepler-191 c,2014,Transit,0.0136944,0.133112,
omega Ser b,2013,RV,1.70083,1.07698,80.6452
Kepler-111 b,2014,Transit,0.0117926,0.043745,
HD 16175 b,2009,RV,4.37946,2.1185,57.8704
Kepler-235 b,2014,Transit,0.0167934,0.0437311,
HD 46375 b,2000,RV,0.227201,0.0399038,34.8189
Kepler-48 c,2011,Transit,0.045968,0.0851485,
Kepler-114 b,2014,Transit,0.00656354,0.0586548,
Kepler-60 d,2013,Transit,0.0202381,0.105629,
Kepler-14 b,2011,Transit,8.40643,0.0806879,979.998
Kepler-234 c,2014,Transit,0.0375018,0.0730543,
CoRoT-13 b,2010,Transit,1.31099,0.051069,1310.62
HD 98219 b,2011,RV,2.12353,1.32398,134
HD 11964 b,2006,RV,0.608106,3.1288,32.8515
HAT-P-34 b,2012,Transit,3.334,0.0677467,257.003
MOA-2010-BLG-477L b,2012,Microlensing,1.5,2,2300
Kepler-31 b,2011,Transit,0.0606674,0.158038,
Kepler-85 c,2012,Transit,0.0162741,0.102591,
Kepler-219 d,2014,Transit,0.0237984,0.258138,
Kepler-248 c,2014,Transit,0.0541479,0.125503,
HD 139357 b,2009,RV,10.0754,2.34618,118.064
HD 1461 b,2010,RV,0.0240044,0.0635202,23.245
Kepler-283 c,2014,Transit,0.013404,0.400986,
HAT-P-30 b,2011,Transit,0.711088,0.0419042,193
Kepler-251 d,2014,Transit,0.0232079,0.189511,
Kepler-234 b,2014,Transit,0.0425085,0.0380552,
Kepler-37 b,2013,Transit,0.00958673,0.102457,66
Kepler-392 c,2014,Transit,0.00409374,0.0933838,
HD 8535 b,2010,RV,0.682196,2.4447,52.5486
HAT-P-28 b,2011,Transit,0.627833,0.0433674,394.999
Kepler-349 c,2014,Transit,0.014454,0.103986,
HD 4203 b,2002,RV,2.08215,1.16537,77.2201
Kepler-331 d,2014,Transit,0.0121773,0.197812,
HD 102956 b,2010,RV,0.951497,0.0810025,126.263
Kepler-362 c,2014,Transit,0.010538,0.220686,
Kepler-186 e,2014,Transit,0.00672298,0.121623,151
Kepler-321 c,2014,Transit,0.0176845,0.108723,
Kepler-376 c,2014,Transit,0.0131908,0.114613,
Fomalhaut b,2008,Imaging,0.5,113.443,7.704
GJ 176 b,2009,RV,0.0259969,0.0656822,9.27386
HD 23079 b,2002,RV,2.4433,1.59509,33.8868
HD 178911 B b,2002,RV,7.29127,0.344904,42.5894
WASP-58 b,2013,Transit,0.891379,0.0562022,300
Kepler-244 c,2014,Transit,0.0151834,0.0894244,
Kepler-354 b,2014,Transit,0.0135483,0.0608066,
Kepler-278 b,2014,Transit,0.0541479,0.189627,
HD 162020 b,2002,RV,15.2138,0.0756944,29.4291
Kepler-183 b,2014,Transit,0.0152673,0.0623606,
MOA-bin-1L b,2012,Microlensing,3.7,8.3,5100
Kepler-210 c,2014,Transit,0.0403249,0.0781034,
Kepler-184 d,2014,Transit,0.0195472,0.184825,
HD 168746 b,2002,RV,0.245103,0.0655505,42.735
GJ 876 c,2001,RV,0.612168,0.129574,4.68867
Kepler-20 c,2011,Transit,0.0495058,0.0930411,290
Kepler-47 b,2012,Transit,0.026473,0.267621,
Kepler-296 b,2014,Transit,0.00233796,0.0461525,
Kepler-402 b,2014,Transit,0.00587447,0.0495511,
Kepler-260 b,2014,Transit,0.0148535,0.0795006,
Kepler-255 c,2014,Transit,0.0266892,0.0905121,
HD 215497 b,2010,RV,0.020855,0.0465952,43.592
Kepler-62 f,2013,Transit,0,0.717595,368
HD 154345 b,2007,RV,0.956901,4.21377,18.5874
Kepler-60 c,2013,Transit,0.0192896,0.0871504,
Kepler-395 c,2014,Transit,0.00769114,0.209361,
HD 217107 b,1999,RV,1.40112,0.0750282,19.857
mu Ara c,2004,RV,1.88907,5.34057,15.5111
HD 7199 b,2011,RV,0.295018,1.36155,35.8809
Kepler-233 c,2014,Transit,0.0223552,0.301339,
GJ 433 b,2013,RV,0.0181986,0.0580371,8.88257
HD 159243 b,2013,RV,1.13,0.110366,69.2
Kepler-327 d,2014,Transit,0.0127755,0.113517,
HAT-P-31 b,2011,Transit,2.16904,0.0611921,354
OGLE-TR-113 b,2004,Transit,1.26,0.0228946,600
Kepler-356 c,2014,Transit,0.0133325,0.108876,
Kepler-41 b,2011,Transit,0.493545,0.0289537,729.927
Kepler-270 b,2014,Transit,0.0148535,0.0995717,
HD 40307 d,2009,RV,0.028076,0.132422,12.9955
HD 290327 b,2010,RV,2.54762,3.43052,56.6572
GJ 876 e,2010,RV,0.039229,0.333345,4.68867
HD 169830 c,2004,RV,4.06407,3.60184,36.6032
47 UMa c,2002,RV,0.545774,3.57197,14.0627
Kepler-85 b,2012,Transit,0.0145548,0.0780663,
Kepler-313 c,2014,Transit,0.0205131,0.198382,
Kepler-199 b,2014,Transit,0.0288426,0.161192,
Kepler-172 b,2014,Transit,0.0179955,0.0401669,
Kepler-223 d,2014,Transit,0.0265182,0.117913,
Kepler-360 b,2014,Transit,0.0122424,0.0432887,
Kepler-246 b,2014,Transit,0.0178911,0.0541452,
Kepler-347 b,2014,Transit,0.0145328,0.10708,
HD 63765 b,2011,RV,0.643827,0.94038,33.2557
Kepler-217 c,2014,Transit,0.0136211,0.0820605,
HD 85390 b,2011,RV,0.131884,1.52377,32.3729
Kepler-401 c,2014,Transit,0.0160511,0.256031,
Kepler-299 c,2014,Transit,0.0215411,0.0708347,
Kepler-112 b,2014,Transit,0.0181008,0.080928,
Kepler-155 c,2014,Transit,0.0168894,0.27496,
Kepler-271 c,2014,Transit,0.00291583,0.0743912,
Kepler-241 c,2014,Transit,0.0205131,0.213635,
WASP-77 A b,2013,Transit,1.75921,0.0240531,93
Kepler-164 c,2014,Transit,0.022635,0.0964797,
Kepler-371 b,2014,Transit,0.0139171,0.208459,
55 Cnc e,2004,RV,0.0263672,0.0154393,12.3411
HIP 57274 d,2012,RV,0.528573,1.00678,25.9202
HD 221287 b,2007,RV,3.11535,1.25015,55.2792
KOI-13 b,2011,Transit,6.515,0.0342279,
HD 192699 b,2007,RV,2.29191,1.12292,65.6168
Kepler-178 d,2014,Transit,0.0500833,0.412251,
Kepler-312 b,2014,Transit,0.00711292,0.0286627,
Kepler-164 b,2014,Transit,0.00960182,0.0574921,
Kepler-341 b,2014,Transit,0.00523423,0.0587074,
Kepler-311 c,2014,Transit,0.0100631,0.142937,
HD 181342 b,2010,RV,3.14944,1.777,110.619
WASP-8 b,2010,Transit,2.13797,0.080153,86.9996
HD 131496 b,2011,RV,2.24115,2.1121,110
Kepler-154 c,2014,Transit,0.0260126,0.307572,
Kepler-334 c,2014,Transit,0.0100631,0.106855,
Kepler-372 c,2014,Transit,0.0155228,0.144457,
Kepler-127 b,2014,Transit,0.00937625,0.11603,
HD 44219 b,2010,RV,0.589265,1.18713,50.4286
75 Cet b,2012,RV,2.7597,1.97678,81.4332
Kepler-27 b,2011,Transit,0.051622,0.10464,
Kepler-210 b,2014,Transit,0.0258466,0.0355986,
Kepler-40 b,2011,Transit,2.17684,0.0806644,2700
Kepler-171 c,2014,Transit,0.020389,0.0994986,
Kepler-298 c,2014,Transit,0.0142208,0.157953,
Kepler-331 c,2014,Transit,0.0135483,0.130814,
HD 220074 b,2013,RV,11.1883,1.60044,324.675
Kepler-133 b,2014,Transit,0.0129814,0.0791285,
HAT-P-39 b,2012,Transit,0.599196,0.0509456,642
WASP-26 b,2010,Transit,1.01746,0.0399686,250
WASP-71 b,2013,Transit,1,0.0463361,200
HIP 2247 b,2009,RV,5.12319,1.33884,35.7015
GJ 876 d,2005,RV,0.0184193,0.0208066,4.68867
Kepler-312 c,2014,Transit,0.0296032,0.142982,
OGLE-TR-56 b,2003,Transit,1.39,0.0238308,1500
Kepler-235 c,2014,Transit,0.00692663,0.0771364,
Kepler-146 c,2014,Transit,0.0292202,0.353393,
Kepler-372 d,2014,Transit,0.0125062,0.189342,
Kepler-156 b,2014,Transit,0.0174811,0.0570224,
HD 38529 b,2001,RV,0.803263,0.1272,39.2773
Kepler-393 c,2014,Transit,0.00789025,0.11698,
Kepler-136 c,2014,Transit,0.014692,0.126325,
BD +20 2457 c,2009,RV,6.90191,1.45701,424.628
Kepler-144 b,2014,Transit,0.00789025,0.0637947,
HD 22781 b,2011,RV,13.8403,1.16847,32.7761
Kepler-208 d,2014,Transit,0.00554835,0.09757,
Kepler-286 e,2014,Transit,0.0130508,0.185669,
Kepler-351 b,2014,Transit,0.0279223,0.217522,
HD 120084 b,2013,RV,4.4772,4.26892,97.6562
MOA-2009-BLG-266L b,2010,Microlensing,0.0327,3.2,3040
Kepler-387 b,2014,Transit,0.00324127,0.0701869,
HD 20868 b,2009,RV,2.00901,0.947319,46.2107
HAT-P-9 b,2009,Transit,0.776601,0.0528645,480.769
Kepler-33 e,2011,Transit,0.0525296,0.213825,
Kepler-216 c,2014,Transit,0.0275635,0.131447,
Kepler-365 c,2014,Transit,0.0121773,0.13334,
Kepler-19 b,2011,Transit,0.0165942,0.0845828,
Kepler-130 b,2014,Transit,0.00313003,0.0812393,
Kepler-160 c,2014,Transit,0.0400599,0.112047,
Kepler-207 c,2014,Transit,0.0117855,0.0413536,
Kepler-284 b,2014,Transit,0.0168894,0.106526,
Kepler-326 b,2014,Transit,0.0123086,0.0335877,
HD 107148 b,2006,RV,0.212171,0.270013,51.2033
Kepler-200 c,2014,Transit,0.011856,0.0921796,
Kepler-95 b,2014,Transit,0.0353405,0.102439,
Kepler-280 c,2014,Transit,0.0148535,0.0557436,
KIC 11442793 e,2013,Transit,0.021628,0.423643,780
Kepler-249 d,2014,Transit,0.0117295,0.120974,
51 Peg b,1995,RV,0.461143,0.0521068,15.6079
WASP-60 b,2013,Transit,0.512143,0.0531121,400
Kepler-99 b,2014,Transit,0.0203553,0.0500668,
Kepler-125 c,2014,Transit,0.00100422,0.0629914,
Kepler-319 c,2014,Transit,0.0212781,0.0712147,
Kepler-153 b,2014,Transit,0.0255184,0.138715,
55 Cnc f,2008,RV,0.172877,0.773567,12.3411
Kepler-238 d,2014,Transit,0.0281036,0.109494,
Kepler-153 c,2014,Transit,0.0200225,0.254528,
HD 212301 b,2006,RV,0.39615,0.034116,54.9451
Kepler-295 c,2014,Transit,0.00508144,0.151444,
HAT-P-15 b,2010,Transit,1.95154,0.0964692,190.114
Kepler-24 e,2014,Transit,0.0233538,0.139343,
HD 209458 b,2000,RV,0.689646,0.047235,49.6278
HD 102272 b,2008,RV,4.10898,0.512595,243.902
HD 181433 b,2009,RV,0.0237331,0.0800943,26.7594
HD 187123 b,1998,RV,0.510056,0.042091,48.2626
HD 108147 b,2002,RV,0.257999,0.101407,38.0807
Kepler-82 c,2012,Transit,0.095206,0.256743,
WASP-61 b,2012,Transit,2.05491,0.0514489,480.001
Kepler-58 b,2011,Transit,0.0233176,0.0905953,
Kepler-379 b,2014,Transit,0.0123078,0.144671,
Kepler-376 b,2014,Transit,0.00371234,0.0566146,
HD 215497 c,2010,RV,0.327524,1.28243,43.592
Kepler-225 b,2014,Transit,0.00554835,0.0698236,
CoRoT-17 b,2011,Transit,2.46001,0.0480499,919.997
HD 20794 d,2011,RV,0.0147932,0.349781,6.05987
xi Aql b,2008,RV,1.77912,0.53813,56.2746
HD 33564 b,2005,RV,9.12785,1.1241,20.8855
HD 40979 b,2003,RV,4.02224,0.846038,33.1126
GJ 581 c,2007,RV,0.0167756,0.0729238,6.24532
HD 10180 c,2011,RV,0.0415054,0.0641175,39.0168
WASP-31 b,2011,Transit,0.479329,0.0466223,400
HD 134987 c,2000,RV,0.804926,5.82513,26.2055
Kepler-102 d,2014,Transit,0.00574989,0.0860714,
Kepler-164 d,2014,Transit,0.0190864,0.184674,
HD 40307 b,2009,RV,0.0129071,0.0468927,12.9955
Kepler-199 c,2014,Transit,0.0316029,0.323142,
Kepler-344 b,2014,Transit,0.0210192,0.15349,
Kepler-132 b,2014,Transit,0.0057099,0.0658943,
